Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2922617,-,-,-,24.85,67.02,0,13,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,1,1,11,45,22.200000000000003,68,518,184,0,6.7,68,518,0,184,0.261,36.67,77.03,0.17,1012,0.9,247,2.2
2018,1,1,12,0,21.6,57,437,134,0,6.7,57,437,0,134,0.26,38.03,79.89,0.17,1012,0.9,248,2
2018,1,1,12,15,21.1,44,334,86,0,6.7,44,334,0,86,0.26,39.21,82.8,0.17,1012,0.9,248,2
2018,1,1,12,30,20.700000000000003,28,207,43,0,6.7,28,207,0,43,0.26,40.18,85.72,0.17,1012,0.9,248,2
2018,1,1,12,45,20.3,11,67,13,0,8.4,11,67,0,13,0.26,46.25,88.59,0.17,1012,0.9,249,2
2018,1,1,13,0,19.8,0,0,0,0,8.4,0,0,0,0,0.26,47.7,92.02,0.17,1012,0.9,249,2
2018,1,1,13,15,19.700000000000003,0,0,0,0,8.4,0,0,0,0,0.26,47.99,95.13,0.17,1012,0.9,249,2
2018,1,1,13,30,19.5,0,0,0,0,8.4,0,0,0,0,0.26,48.64,98.28,0.17,1013,0.9,249,2
2018,1,1,13,45,19.3,0,0,0,0,9.8,0,0,0,0,0.26,54.09,101.46000000000001,0.17,1013,0.9,248,2
2018,1,1,14,0,19.200000000000003,0,0,0,0,9.8,0,0,0,0,0.26,54.42,104.66,0.17,1013,0.9,248,1.9000000000000001
2018,1,1,14,15,19.1,0,0,0,0,9.8,0,0,0,0,0.26,54.76,107.89,0.17,1013,0.9,248,1.9000000000000001
2018,1,1,14,30,18.900000000000002,0,0,0,0,9.8,0,0,0,0,0.26,55.45,111.14,0.17,1013,0.9,248,1.9000000000000001
2018,1,1,14,45,18.8,0,0,0,0,10.700000000000001,0,0,0,0,0.26,59.29,114.42,0.17,1013,0.9,248,1.8
2018,1,1,15,0,18.7,0,0,0,0,10.700000000000001,0,0,0,0,0.26,59.660000000000004,117.71000000000001,0.17,1013,0.9,248,1.8
2018,1,1,15,15,18.7,0,0,0,0,10.700000000000001,0,0,0,0,0.26,59.660000000000004,121.02,0.17,1013,0.9,249,1.8
2018,1,1,15,30,18.6,0,0,0,0,10.700000000000001,0,0,0,0,0.26,60.03,124.34,0.17,1013,0.9,250,1.7000000000000002
2018,1,1,15,45,18.5,0,0,0,0,11.3,0,0,0,0,0.26,62.870000000000005,127.68,0.17,1013,0.9,252,1.7000000000000002
2018,1,1,16,0,18.5,0,0,0,0,11.3,0,0,0,0,0.26,62.870000000000005,131.02,0.17,1013,0.9,253,1.7000000000000002
2018,1,1,16,15,18.400000000000002,0,0,0,0,11.3,0,0,0,0,0.26,63.26,134.38,0.17,1013,0.9,257,1.6
2018,1,1,16,30,18.400000000000002,0,0,0,0,11.3,0,0,0,0,0.26,63.26,137.75,0.17,1013,0.9,260,1.6
2018,1,1,16,45,18.3,0,0,0,0,11.700000000000001,0,0,0,0,0.261,65.4,141.13,0.17,1013,0.9,264,1.6
2018,1,1,17,0,18.2,0,0,0,0,11.700000000000001,0,0,0,0,0.261,65.81,144.51,0.17,1013,0.9,268,1.5
2018,1,1,17,15,18.1,0,0,0,0,11.700000000000001,0,0,0,0,0.261,66.23,147.9,0.17,1013,0.9,273,1.5
2018,1,1,17,30,18,0,0,0,0,11.700000000000001,0,0,0,0,0.261,66.64,151.3,0.17,1013,0.9,278,1.5
2018,1,1,17,45,17.900000000000002,0,0,0,0,12,0,0,0,0,0.261,68.36,154.70000000000002,0.17,1013,0.9,283,1.5
2018,1,1,18,0,17.8,0,0,0,0,12,0,0,0,0,0.262,68.79,158.1,0.17,1013,0.9,289,1.5
2018,1,1,18,15,17.7,0,0,0,0,12,0,0,0,0,0.262,69.22,161.5,0.17,1013,0.9,294,1.5
2018,1,1,18,30,17.6,0,0,0,0,12,0,0,0,0,0.262,69.66,164.89000000000001,0.17,1013,0.9,298,1.6
2018,1,1,18,45,17.400000000000002,0,0,0,0,12.3,0,0,0,0,0.262,71.79,168.28,0.17,1013,0.9,303,1.6
2018,1,1,19,0,17.3,0,0,0,0,12.3,0,0,0,0,0.262,72.24,171.64000000000001,0.17,1013,0.9,308,1.6
2018,1,1,19,15,17.2,0,0,0,0,12.3,0,0,0,0,0.263,72.7,174.92000000000002,0.17,1013,0.9,312,1.6
2018,1,1,19,30,17.1,0,0,0,0,12.200000000000001,0,0,0,0,0.263,73.08,177.71,0.17,1012,0.9,316,1.7000000000000002
2018,1,1,19,45,16.900000000000002,0,0,0,0,12.5,0,0,0,0,0.263,75.15,177.14000000000001,0.17,1012,0.9,320,1.7000000000000002
2018,1,1,20,0,16.8,0,0,0,0,12.5,0,0,0,0,0.263,75.62,174.12,0.17,1012,0.9,324,1.7000000000000002
2018,1,1,20,15,16.7,0,0,0,0,12.5,0,0,0,0,0.264,76.10000000000001,170.81,0.17,1012,0.9,328,1.8
2018,1,1,20,30,16.6,0,0,0,0,12.5,0,0,0,0,0.264,76.59,167.44,0.17,1012,0.9,332,1.8
2018,1,1,20,45,16.400000000000002,0,0,0,0,12.600000000000001,0,0,0,0,0.264,78.10000000000001,164.05,0.17,1012,0.9,336,1.8
2018,1,1,21,0,16.3,0,0,0,0,12.600000000000001,0,0,0,0,0.264,78.60000000000001,160.65,0.17,1012,0.9,340,1.9000000000000001
2018,1,1,21,15,16.2,0,0,0,0,12.600000000000001,0,0,0,0,0.265,79.10000000000001,157.25,0.17,1012,0.9,344,1.9000000000000001
2018,1,1,21,30,16.1,0,0,0,0,12.600000000000001,0,0,0,0,0.265,79.60000000000001,153.85,0.17,1012,0.9,349,1.9000000000000001
2018,1,1,21,45,16,0,0,0,0,12.5,0,0,0,0,0.265,79.53,150.45000000000002,0.17,1012,0.9,353,2
2018,1,1,22,0,15.9,0,0,0,0,12.5,0,0,0,0,0.265,80.03,147.05,0.17,1012,0.9,357,2
2018,1,1,22,15,15.700000000000001,0,0,0,0,12.5,0,0,0,0,0.265,81.06,143.66,0.17,1012,0.9,272,2
2018,1,1,22,30,15.600000000000001,0,0,0,0,12.5,0,0,0,0,0.265,81.58,140.28,0.17,1012,0.9,186,2.1
2018,1,1,22,45,15.5,0,0,0,0,12.100000000000001,0,0,0,0,0.265,80.31,136.91,0.17,1012,0.9,100,2.1
2018,1,1,23,0,15.4,0,0,0,0,12.100000000000001,0,0,0,0,0.265,80.83,133.54,0.17,1012,0.9,14,2.1
2018,1,1,23,15,15.4,0,0,0,0,12.100000000000001,0,0,0,0,0.265,80.83,130.18,0.17,1012,0.9,14,2.1
2018,1,1,23,30,15.4,0,0,0,0,12.100000000000001,0,0,0,0,0.265,80.83,126.84,0.17,1012,0.9,14,2.1
2018,1,1,23,45,15.4,0,0,0,0,12.100000000000001,0,0,0,0,0.265,80.83,123.5,0.17,1012,0.9,14,2.1
2018,1,2,0,0,15,0,0,0,0,11.5,0,0,0,0,0.265,79.66,120.18,0.17,1012,0.8,30,2.2
2018,1,2,0,15,14.9,0,0,0,0,11.5,0,0,0,0,0.265,80.17,116.88,0.17,1012,0.8,34,2.3000000000000003
2018,1,2,0,30,14.8,0,0,0,0,11.5,0,0,0,0,0.265,80.77,113.59,0.17,1013,0.8,37,2.3000000000000003
2018,1,2,0,45,14.700000000000001,0,0,0,0,10.600000000000001,0,0,0,0,0.265,76.3,110.32000000000001,0.17,1013,0.8,41,2.3000000000000003
2018,1,2,1,0,14.600000000000001,0,0,0,0,10.600000000000001,0,0,0,0,0.265,76.79,107.07000000000001,0.17,1013,0.8,45,2.4000000000000004
2018,1,2,1,15,14.600000000000001,0,0,0,0,10.600000000000001,0,0,0,0,0.265,76.79,103.85000000000001,0.17,1013,0.8,48,2.4000000000000004
2018,1,2,1,30,14.600000000000001,0,0,0,0,10.600000000000001,0,0,0,0,0.265,76.79,100.65,0.17,1013,0.8,51,2.5
2018,1,2,1,45,14.600000000000001,0,0,0,0,9.200000000000001,0,0,0,0,0.265,70.22,97.47,0.17,1013,0.7000000000000001,54,2.5
2018,1,2,2,0,14.600000000000001,0,0,0,0,9.200000000000001,0,0,0,0,0.265,70.29,94.33,0.17,1014,0.7000000000000001,56,2.6
2018,1,2,2,15,15.200000000000001,0,0,0,0,9.3,0,0,0,0,0.266,67.63,91.22,0.17,1014,0.7000000000000001,59,2.8000000000000003
2018,1,2,2,30,15.8,14,94,17,0,9.3,14,94,0,17,0.266,65.09,87.87,0.17,1014,0.7000000000000001,61,2.9000000000000004
2018,1,2,2,45,16.400000000000002,32,228,51,0,7.6000000000000005,32,228,0,51,0.266,55.96,84.97,0.17,1014,0.7000000000000001,63,3.1
2018,1,2,3,0,17,48,345,95,0,7.6000000000000005,48,345,0,95,0.266,53.88,82.04,0.17,1014,0.7000000000000001,65,3.3000000000000003
2018,1,2,3,15,17.5,61,440,144,0,7.6000000000000005,61,440,0,144,0.266,52.21,79.15,0.17,1014,0.7000000000000001,68,3.3000000000000003
2018,1,2,3,30,18,72,517,195,0,7.6000000000000005,72,517,0,195,0.266,50.64,76.3,0.17,1015,0.7000000000000001,72,3.3000000000000003
2018,1,2,3,45,18.400000000000002,83,582,248,0,6,83,582,0,248,0.266,44.300000000000004,73.51,0.17,1015,0.6000000000000001,75,3.3000000000000003
2018,1,2,4,0,18.900000000000002,90,634,299,0,6,90,634,0,299,0.267,42.94,70.8,0.17,1015,0.6000000000000001,78,3.3000000000000003
2018,1,2,4,15,19.6,98,677,349,0,6,98,677,0,349,0.267,41.12,68.16,0.17,1015,0.6000000000000001,85,3.3000000000000003
2018,1,2,4,30,20.3,104,713,398,0,6,104,713,0,398,0.267,39.38,65.62,0.17,1015,0.6000000000000001,91,3.2
2018,1,2,4,45,20.900000000000002,109,742,444,0,3.9000000000000004,109,742,0,444,0.267,32.76,63.190000000000005,0.17,1015,0.6000000000000001,97,3.2
2018,1,2,5,0,21.6,114,768,488,0,3.9000000000000004,114,768,0,488,0.267,31.39,60.870000000000005,0.17,1015,0.6000000000000001,104,3.1
2018,1,2,5,15,22.1,118,789,528,0,3.9000000000000004,118,789,0,528,0.267,30.45,58.69,0.17,1015,0.6000000000000001,110,3.1
2018,1,2,5,30,22.6,122,808,566,0,3.9000000000000004,122,808,0,566,0.267,29.54,56.660000000000004,0.17,1015,0.6000000000000001,116,3
2018,1,2,5,45,23.200000000000003,131,805,596,0,1.9000000000000001,131,805,0,596,0.267,24.66,54.78,0.17,1014,0.6000000000000001,121,2.9000000000000004
2018,1,2,6,0,23.700000000000003,134,819,625,0,1.9000000000000001,134,819,0,625,0.267,23.93,53.1,0.17,1014,0.6000000000000001,127,2.9000000000000004
2018,1,2,6,15,23.900000000000002,136,829,651,0,1.9000000000000001,136,829,0,651,0.267,23.650000000000002,51.61,0.17,1014,0.6000000000000001,132,2.8000000000000003
2018,1,2,6,30,24.1,138,838,673,0,1.9000000000000001,138,838,0,673,0.267,23.37,50.34,0.17,1014,0.6000000000000001,137,2.6
2018,1,2,6,45,24.400000000000002,140,843,690,0,0.6000000000000001,140,843,0,690,0.267,20.98,49.31,0.17,1014,0.6000000000000001,141,2.5
2018,1,2,7,0,24.6,142,848,703,0,0.6000000000000001,142,848,0,703,0.267,20.71,48.53,0.17,1013,0.6000000000000001,146,2.3000000000000003
2018,1,2,7,15,24.8,142,851,712,0,0.6000000000000001,142,851,0,712,0.267,20.47,48.01,0.17,1013,0.6000000000000001,152,2.3000000000000003
2018,1,2,7,30,24.900000000000002,143,853,716,0,0.6000000000000001,143,853,0,716,0.267,20.35,47.76,0.17,1013,0.6000000000000001,157,2.2
2018,1,2,7,45,25,142,853,716,0,0,142,853,0,716,0.266,19.26,47.79,0.17,1013,0.6000000000000001,163,2.1
2018,1,2,8,0,25.200000000000003,142,852,710,0,-0.1,142,852,0,710,0.266,19.01,48.1,0.17,1012,0.6000000000000001,169,2.1
2018,1,2,8,15,25.200000000000003,142,848,702,0,-0.1,142,848,0,702,0.266,19.01,48.67,0.17,1012,0.6000000000000001,174,2
2018,1,2,8,30,25.200000000000003,141,843,688,0,-0.1,141,843,0,688,0.266,19.01,49.51,0.17,1012,0.6000000000000001,179,2
2018,1,2,8,45,25.3,127,866,677,0,0.2,127,866,0,677,0.266,19.21,50.59,0.17,1012,0.6000000000000001,184,2
2018,1,2,9,0,25.3,125,857,654,0,0.2,125,857,0,654,0.266,19.21,51.910000000000004,0.17,1012,0.6000000000000001,189,2
2018,1,2,9,15,25.200000000000003,123,847,628,0,0.2,123,847,0,628,0.266,19.330000000000002,53.44,0.17,1012,0.6000000000000001,193,2
2018,1,2,9,30,25.200000000000003,121,833,597,0,0.2,121,833,0,597,0.266,19.330000000000002,55.17,0.17,1012,0.6000000000000001,197,2
2018,1,2,9,45,25.1,117,821,563,0,0.8,117,821,0,563,0.265,20.32,57.07,0.17,1011,0.6000000000000001,201,2
2018,1,2,10,0,25.1,113,803,525,0,0.8,113,803,0,525,0.265,20.32,59.14,0.17,1011,0.6000000000000001,205,2
2018,1,2,10,15,24.900000000000002,109,781,483,0,0.8,109,781,0,483,0.265,20.56,61.35,0.17,1011,0.6000000000000001,208,2
2018,1,2,10,30,24.700000000000003,104,755,439,0,0.8,104,755,0,439,0.265,20.81,63.7,0.17,1011,0.6000000000000001,211,1.9000000000000001
2018,1,2,10,45,24.5,98,727,392,0,1.5,98,727,0,392,0.265,22.2,66.15,0.17,1011,0.6000000000000001,214,1.9000000000000001
2018,1,2,11,0,24.3,93,690,343,0,1.5,93,690,0,343,0.265,22.47,68.71000000000001,0.17,1011,0.6000000000000001,217,1.9000000000000001
2018,1,2,11,15,23.8,86,646,292,0,1.5,86,646,0,292,0.265,23.150000000000002,71.37,0.17,1011,0.6000000000000001,221,1.9000000000000001
2018,1,2,11,30,23.200000000000003,78,593,240,0,1.5,78,593,0,240,0.265,24,74.10000000000001,0.17,1011,0.6000000000000001,225,1.8
2018,1,2,11,45,22.6,68,530,188,0,3.3000000000000003,68,530,0,188,0.264,28.32,76.9,0.17,1012,0.6000000000000001,228,1.8
2018,1,2,12,0,22.1,57,449,137,0,3.3000000000000003,57,449,0,137,0.264,29.19,79.76,0.17,1012,0.6000000000000001,232,1.8
2018,1,2,12,15,21.700000000000003,44,348,88,0,3.3000000000000003,44,348,0,88,0.264,29.91,82.66,0.17,1012,0.6000000000000001,236,1.8
2018,1,2,12,30,21.3,28,221,45,0,3.3000000000000003,28,221,0,45,0.264,30.650000000000002,85.59,0.17,1012,0.6000000000000001,239,1.9000000000000001
2018,1,2,12,45,20.900000000000002,11,77,13,0,4.6000000000000005,11,77,0,13,0.264,34.27,88.47,0.17,1012,0.6000000000000001,243,1.9000000000000001
2018,1,2,13,0,20.6,0,0,0,0,4.6000000000000005,0,0,0,0,0.264,34.910000000000004,91.88,0.17,1012,0.6000000000000001,246,1.9000000000000001
2018,1,2,13,15,20.3,0,0,0,0,4.6000000000000005,0,0,0,0,0.264,35.56,94.99,0.17,1012,0.6000000000000001,250,2
2018,1,2,13,30,20.1,0,0,0,0,4.6000000000000005,0,0,0,0,0.264,36.04,98.14,0.17,1013,0.6000000000000001,253,2
2018,1,2,13,45,19.900000000000002,0,0,0,0,6,0,0,0,0,0.264,40.410000000000004,101.32000000000001,0.17,1013,0.7000000000000001,257,2
2018,1,2,14,0,19.700000000000003,0,0,0,0,6,0,0,0,0,0.264,40.910000000000004,104.53,0.17,1013,0.7000000000000001,260,2
2018,1,2,14,15,19.6,0,0,0,0,6,0,0,0,0,0.264,41.17,107.76,0.17,1013,0.7000000000000001,262,2
2018,1,2,14,30,19.400000000000002,0,0,0,0,6,0,0,0,0,0.264,41.68,111.01,0.17,1013,0.7000000000000001,265,2
2018,1,2,14,45,19.200000000000003,0,0,0,0,7.300000000000001,0,0,0,0,0.264,46.09,114.29,0.17,1014,0.7000000000000001,267,2
2018,1,2,15,0,19.1,0,0,0,0,7.300000000000001,0,0,0,0,0.264,46.38,117.58,0.17,1014,0.7000000000000001,269,2
2018,1,2,15,15,19,0,0,0,0,7.300000000000001,0,0,0,0,0.264,46.67,120.89,0.17,1014,0.7000000000000001,271,2
2018,1,2,15,30,18.900000000000002,0,0,0,0,7.300000000000001,0,0,0,0,0.264,46.96,124.21000000000001,0.17,1014,0.7000000000000001,272,1.9000000000000001
2018,1,2,15,45,18.8,0,0,0,0,8.200000000000001,0,0,0,0,0.264,50.06,127.55,0.17,1014,0.7000000000000001,274,1.9000000000000001
2018,1,2,16,0,18.8,0,0,0,0,8.200000000000001,0,0,0,0,0.264,50.06,130.9,0.17,1014,0.7000000000000001,275,1.8
2018,1,2,16,15,18.7,0,0,0,0,8.200000000000001,0,0,0,0,0.264,50.38,134.26,0.17,1014,0.7000000000000001,277,1.7000000000000002
2018,1,2,16,30,18.7,0,0,0,0,8.200000000000001,0,0,0,0,0.264,50.38,137.63,0.17,1014,0.7000000000000001,278,1.6
2018,1,2,16,45,18.6,0,0,0,0,8.700000000000001,0,0,0,0,0.264,52.35,141,0.17,1014,0.7000000000000001,279,1.6
2018,1,2,17,0,18.6,0,0,0,0,8.700000000000001,0,0,0,0,0.264,52.35,144.39000000000001,0.17,1014,0.7000000000000001,280,1.5
2018,1,2,17,15,18.5,0,0,0,0,8.700000000000001,0,0,0,0,0.264,52.68,147.78,0.17,1014,0.7000000000000001,283,1.4000000000000001
2018,1,2,17,30,18.5,0,0,0,0,8.700000000000001,0,0,0,0,0.264,52.68,151.18,0.17,1014,0.7000000000000001,285,1.2000000000000002
2018,1,2,17,45,18.5,0,0,0,0,8.8,0,0,0,0,0.265,53.06,154.57,0.17,1014,0.7000000000000001,288,1.1
2018,1,2,18,0,18.400000000000002,0,0,0,0,8.8,0,0,0,0,0.265,53.4,157.98,0.17,1014,0.7000000000000001,290,1
2018,1,2,18,15,18.3,0,0,0,0,8.700000000000001,0,0,0,0,0.265,53.68,161.38,0.17,1013,0.7000000000000001,295,1
2018,1,2,18,30,18.3,0,0,0,0,8.700000000000001,0,0,0,0,0.265,53.68,164.77,0.17,1013,0.7000000000000001,300,0.9
2018,1,2,18,45,18.2,0,0,0,0,8.700000000000001,0,0,0,0,0.265,54.01,168.16,0.17,1013,0.7000000000000001,305,0.8
2018,1,2,19,0,18.1,0,0,0,0,8.700000000000001,0,0,0,0,0.265,54.35,171.52,0.17,1013,0.7000000000000001,310,0.8
