Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2922617,-,-,-,24.85,67.02,0,13,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2017,1,1,18,15,19.1,0,0,0,0,7.6000000000000005,0,0,0,0,0.245,47.15,161.47,0.17,1017,1.3,56,2.5
2017,1,1,18,30,18.900000000000002,0,0,0,0,7.6000000000000005,0,0,0,0,0.245,47.7,164.87,0.17,1016,1.3,54,2.6
2017,1,1,18,45,18.8,0,0,0,0,7.7,0,0,0,0,0.245,48.34,168.25,0.17,1016,1.3,53,2.6
2017,1,1,19,0,18.7,0,0,0,0,7.7,0,0,0,0,0.245,48.64,171.61,0.17,1016,1.3,51,2.7
2017,1,1,19,15,18.6,0,0,0,0,7.7,0,0,0,0,0.245,48.95,174.89000000000001,0.17,1016,1.3,51,2.7
2017,1,1,19,30,18.5,0,0,0,0,7.7,0,0,0,0,0.245,49.25,177.67000000000002,0.17,1016,1.3,50,2.7
2017,1,1,19,45,18.400000000000002,0,0,0,0,7.4,0,0,0,0,0.245,48.550000000000004,177.14000000000001,0.17,1016,1.3,49,2.8000000000000003
2017,1,1,20,0,18.3,0,0,0,1,7.4,0,0,0,0,0.245,48.85,174.13,0.17,1016,1.3,49,2.8000000000000003
2017,1,1,20,15,18.3,0,0,0,0,7.4,0,0,0,0,0.245,48.85,170.83,0.17,1016,1.3,48,2.8000000000000003
2017,1,1,20,30,18.2,0,0,0,0,7.4,0,0,0,0,0.245,49.160000000000004,167.46,0.17,1016,1.3,48,2.8000000000000003
2017,1,1,20,45,18.1,0,0,0,0,7.2,0,0,0,0,0.245,48.88,164.07,0.17,1016,1.3,47,2.9000000000000004
2017,1,1,21,0,18,0,0,0,0,7.2,0,0,0,0,0.245,49.19,160.67000000000002,0.17,1016,1.3,47,2.9000000000000004
2017,1,1,21,15,17.900000000000002,0,0,0,0,7.2,0,0,0,0,0.245,49.5,157.27,0.17,1016,1.3,46,2.9000000000000004
2017,1,1,21,30,17.900000000000002,0,0,0,0,7.2,0,0,0,0,0.245,49.5,153.87,0.17,1016,1.3,46,2.9000000000000004
2017,1,1,21,45,17.8,0,0,0,0,6.800000000000001,0,0,0,0,0.245,48.65,150.47,0.17,1015,1.3,46,2.9000000000000004
2017,1,1,22,0,17.7,0,0,0,0,6.800000000000001,0,0,0,0,0.245,48.96,147.08,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,22,15,17.7,0,0,0,0,6.800000000000001,0,0,0,0,0.245,48.96,143.69,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,22,30,17.6,0,0,0,0,6.800000000000001,0,0,0,0,0.245,49.27,140.3,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,22,45,17.5,0,0,0,0,6.6000000000000005,0,0,0,0,0.245,48.910000000000004,136.93,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,23,0,17.5,0,0,0,0,6.6000000000000005,0,0,0,0,0.245,48.910000000000004,133.56,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,23,15,17.5,0,0,0,0,6.6000000000000005,0,0,0,0,0.245,48.910000000000004,130.2,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,23,30,17.5,0,0,0,0,6.6000000000000005,0,0,0,0,0.245,48.910000000000004,126.86,0.17,1015,1.3,45,2.9000000000000004
2017,1,1,23,45,17.5,0,0,0,0,6.6000000000000005,0,0,0,0,0.245,48.910000000000004,123.52,0.17,1015,1.3,45,2.9000000000000004
2017,1,2,0,0,17.2,0,0,0,0,6.5,0,0,0,0,0.244,49.53,120.2,0.17,1016,1.3,46,3
2017,1,2,0,15,17.1,0,0,0,0,6.5,0,0,0,0,0.244,49.85,116.9,0.17,1016,1.3,46,3
2017,1,2,0,30,17.1,0,0,0,0,6.5,0,0,0,0,0.244,49.85,113.61,0.17,1016,1.3,47,3
2017,1,2,0,45,17,0,0,0,0,6.5,0,0,0,0,0.244,49.9,110.34,0.17,1016,1.3,47,3
2017,1,2,1,0,16.900000000000002,0,0,0,0,6.5,0,0,0,0,0.244,50.22,107.09,0.17,1016,1.3,48,3
2017,1,2,1,15,16.900000000000002,0,0,0,0,6.5,0,0,0,0,0.244,50.27,103.86,0.17,1017,1.3,48,3
2017,1,2,1,30,16.900000000000002,0,0,0,0,6.5,0,0,0,0,0.244,50.27,100.66,0.17,1017,1.3,49,3.1
2017,1,2,1,45,16.900000000000002,0,0,0,0,6.4,0,0,0,0,0.244,49.83,97.49000000000001,0.17,1017,1.3,49,3.1
2017,1,2,2,0,16.900000000000002,0,0,0,0,6.4,0,0,0,0,0.244,49.83,94.35000000000001,0.17,1017,1.3,50,3.1
2017,1,2,2,15,17.3,0,0,0,0,6.4,0,0,0,0,0.244,48.59,91.24,0.17,1017,1.3,51,3.2
2017,1,2,2,30,17.7,5,10,5,0,6.4,5,10,0,5,0.244,47.43,87.88,0.17,1018,1.3,52,3.4000000000000004
2017,1,2,2,45,18.1,19,39,23,0,6.300000000000001,19,39,0,23,0.245,45.9,84.98,0.17,1018,1.3,53,3.5
2017,1,2,3,0,18.5,42,79,53,0,6.300000000000001,42,79,0,53,0.245,44.76,82.05,0.17,1018,1.3,54,3.6
2017,1,2,3,15,19,68,122,91,0,6.300000000000001,68,122,0,91,0.245,43.39,79.16,0.17,1018,1.3,56,3.7
2017,1,2,3,30,19.400000000000002,95,164,133,0,6.300000000000001,95,164,0,133,0.245,42.33,76.31,0.17,1018,1.3,58,3.7
2017,1,2,3,45,19.8,120,209,179,0,6.1000000000000005,120,209,0,179,0.245,40.83,73.52,0.17,1018,1.3,59,3.7
2017,1,2,4,0,20.200000000000003,143,247,224,12,6.1000000000000005,143,247,0,224,0.245,39.87,70.8,0.17,1019,1.3,61,3.7
2017,1,2,4,15,20.900000000000002,164,282,268,12,6.1000000000000005,164,282,0,268,0.245,38.2,68.17,0.17,1019,1.3,63,3.6
2017,1,2,4,30,21.5,182,313,312,1,6.1000000000000005,182,313,0,312,0.245,36.82,65.63,0.17,1019,1.3,65,3.6
2017,1,2,4,45,22.1,198,349,355,0,5.6000000000000005,198,349,0,355,0.246,34.12,63.190000000000005,0.17,1019,1.3,67,3.6
2017,1,2,5,0,22.8,212,375,395,0,5.6000000000000005,212,375,0,395,0.246,32.7,60.870000000000005,0.17,1019,1.3,69,3.6
2017,1,2,5,15,23.3,225,397,432,0,5.6000000000000005,225,397,0,432,0.246,31.73,58.69,0.17,1019,1.3,70,3.5
2017,1,2,5,30,23.900000000000002,237,417,466,0,5.6000000000000005,237,417,0,466,0.246,30.61,56.65,0.17,1019,1.3,71,3.4000000000000004
2017,1,2,5,45,24.400000000000002,244,441,498,0,5.1000000000000005,244,441,0,498,0.246,28.76,54.78,0.17,1019,1.3,72,3.4000000000000004
2017,1,2,6,0,25,253,455,526,0,5.1000000000000005,253,455,0,526,0.246,27.73,53.09,0.17,1018,1.3,72,3.3000000000000003
2017,1,2,6,15,25.3,259,466,548,0,5.1000000000000005,259,466,0,548,0.246,27.240000000000002,51.6,0.17,1018,1.4000000000000001,73,3.2
2017,1,2,6,30,25.6,265,476,568,0,5.1000000000000005,265,476,0,568,0.246,26.76,50.33,0.17,1018,1.4000000000000001,74,3.1
2017,1,2,6,45,26,268,485,585,0,4.7,268,485,0,585,0.246,25.400000000000002,49.29,0.17,1018,1.4000000000000001,75,3
2017,1,2,7,0,26.3,272,491,597,0,4.7,272,491,0,597,0.246,24.96,48.51,0.17,1018,1.4000000000000001,76,2.9000000000000004
2017,1,2,7,15,26.5,274,495,605,0,4.7,274,495,0,605,0.246,24.64,47.99,0.17,1017,1.4000000000000001,78,2.8000000000000003
2017,1,2,7,30,26.700000000000003,275,499,611,0,4.7,275,499,0,611,0.246,24.36,47.74,0.17,1017,1.3,80,2.7
2017,1,2,7,45,26.900000000000002,273,504,612,0,4.9,273,504,0,612,0.246,24.54,47.77,0.17,1017,1.3,82,2.5
2017,1,2,8,0,27.1,272,502,607,0,4.9,272,502,0,607,0.246,24.25,48.07,0.17,1017,1.3,84,2.4000000000000004
2017,1,2,8,15,27.200000000000003,270,497,598,0,4.9,270,497,0,598,0.246,24.11,48.64,0.17,1017,1.3,86,2.3000000000000003
2017,1,2,8,30,27.3,266,491,585,0,4.9,266,491,0,585,0.246,23.94,49.480000000000004,0.17,1016,1.3,88,2.3000000000000003
2017,1,2,8,45,27.400000000000002,243,534,582,0,5.6000000000000005,243,534,0,582,0.246,24.94,50.56,0.17,1016,1.3,90,2.2
2017,1,2,9,0,27.5,238,523,561,0,5.6000000000000005,238,523,0,561,0.245,24.8,51.88,0.17,1016,1.3,92,2.1
2017,1,2,9,15,27.5,232,510,536,0,5.6000000000000005,232,510,0,536,0.245,24.8,53.410000000000004,0.17,1016,1.3,93,2
2017,1,2,9,30,27.5,225,494,508,0,5.6000000000000005,225,494,0,508,0.245,24.8,55.13,0.17,1016,1.3,94,1.9000000000000001
2017,1,2,9,45,27.5,215,480,476,0,6.1000000000000005,215,480,0,476,0.245,25.72,57.04,0.17,1016,1.3,96,1.9000000000000001
2017,1,2,10,0,27.5,206,458,441,0,6.1000000000000005,206,458,0,441,0.245,25.72,59.11,0.17,1016,1.3,97,1.8
2017,1,2,10,15,27.3,195,434,403,0,6.1000000000000005,195,434,0,403,0.245,26.02,61.32,0.17,1016,1.3,98,1.6
2017,1,2,10,30,27,182,406,363,0,6.1000000000000005,182,406,0,363,0.245,26.48,63.660000000000004,0.17,1016,1.3,100,1.5
2017,1,2,10,45,26.8,168,376,320,0,6.5,168,376,0,320,0.245,27.42,66.12,0.17,1016,1.3,101,1.3
2017,1,2,11,0,26.6,152,341,276,0,6.5,152,341,0,276,0.245,27.740000000000002,68.68,0.17,1016,1.3,103,1.2000000000000002
2017,1,2,11,15,26.1,134,301,230,0,6.5,134,301,0,230,0.245,28.57,71.33,0.17,1016,1.3,104,1.1
2017,1,2,11,30,25.5,114,256,184,2,6.5,109,76,0,130,0.245,29.6,74.06,0.17,1016,1.3,105,1
2017,1,2,11,45,24.900000000000002,92,207,139,0,6.2,92,207,0,139,0.245,30.04,76.86,0.17,1016,1.3,106,1
2017,1,2,12,0,24.400000000000002,68,154,95,0,6.2,68,154,0,95,0.245,30.94,79.72,0.17,1016,1.3,107,0.9
2017,1,2,12,15,24.1,43,99,55,0,6.1000000000000005,43,99,0,55,0.245,31.5,82.63,0.17,1016,1.3,104,0.9
2017,1,2,12,30,23.8,19,47,23,0,6.1000000000000005,19,47,0,23,0.245,32.07,85.56,0.17,1016,1.3,101,0.9
2017,1,2,12,45,23.400000000000002,4,9,5,0,5.6000000000000005,4,9,0,5,0.245,31.64,88.44,0.17,1017,1.3,97,1
2017,1,2,13,0,23.1,0,0,0,0,5.6000000000000005,0,0,0,0,0.245,32.22,91.85000000000001,0.17,1017,1.3,94,1
2017,1,2,13,15,22.900000000000002,0,0,0,0,5.6000000000000005,0,0,0,0,0.245,32.61,94.96000000000001,0.17,1017,1.3,91,1
2017,1,2,13,30,22.8,0,0,0,0,5.6000000000000005,0,0,0,0,0.245,32.81,98.11,0.17,1017,1.3,88,1.1
2017,1,2,13,45,22.6,0,0,0,0,5.2,0,0,0,0,0.245,32.33,101.29,0.17,1017,1.3,85,1.2000000000000002
2017,1,2,14,0,22.400000000000002,0,0,0,0,5.2,0,0,0,0,0.246,32.730000000000004,104.5,0.17,1017,1.3,82,1.2000000000000002
2017,1,2,14,15,22.200000000000003,0,0,0,0,5.2,0,0,0,0,0.246,33.160000000000004,107.73,0.17,1018,1.3,80,1.3
2017,1,2,14,30,22,0,0,0,0,5.2,0,0,0,0,0.246,33.56,110.98,0.17,1018,1.3,78,1.4000000000000001
2017,1,2,14,45,21.8,0,0,0,0,5.4,0,0,0,0,0.246,34.29,114.26,0.17,1018,1.3,76,1.4000000000000001
2017,1,2,15,0,21.6,0,0,0,0,5.4,0,0,0,0,0.246,34.71,117.55,0.17,1018,1.3,74,1.5
2017,1,2,15,15,21.5,0,0,0,0,5.4,0,0,0,0,0.246,34.92,120.86,0.17,1018,1.3,73,1.6
2017,1,2,15,30,21.3,0,0,0,0,5.4,0,0,0,0,0.246,35.35,124.18,0.17,1018,1.3,72,1.6
2017,1,2,15,45,21.1,0,0,0,0,6,0,0,0,0,0.246,37.32,127.52,0.17,1018,1.2000000000000002,71,1.7000000000000002
2017,1,2,16,0,20.900000000000002,0,0,0,0,6,0,0,0,0,0.247,37.78,130.87,0.17,1018,1.2000000000000002,69,1.7000000000000002
2017,1,2,16,15,20.700000000000003,0,0,0,0,6,0,0,0,0,0.247,38.24,134.23,0.17,1018,1.2000000000000002,69,1.7000000000000002
2017,1,2,16,30,20.6,0,0,0,0,6,0,0,0,0,0.247,38.480000000000004,137.6,0.17,1018,1.2000000000000002,68,1.8
2017,1,2,16,45,20.400000000000002,0,0,0,0,6.6000000000000005,0,0,0,0,0.247,40.63,140.97,0.17,1018,1.2000000000000002,67,1.8
2017,1,2,17,0,20.200000000000003,0,0,0,0,6.6000000000000005,0,0,0,0,0.247,41.13,144.36,0.17,1018,1.2000000000000002,66,1.8
2017,1,2,17,15,20.1,0,0,0,0,6.6000000000000005,0,0,0,0,0.247,41.38,147.75,0.17,1018,1.2000000000000002,65,1.8
2017,1,2,17,30,19.900000000000002,0,0,0,0,6.6000000000000005,0,0,0,0,0.247,41.9,151.15,0.17,1018,1.2000000000000002,64,1.8
2017,1,2,17,45,19.8,0,0,0,0,6.9,0,0,0,0,0.247,43.15,154.54,0.17,1018,1.2000000000000002,62,1.8
2017,1,2,18,0,19.6,0,0,0,0,6.9,0,0,0,0,0.247,43.69,157.95000000000002,0.17,1018,1.2000000000000002,61,1.8
2017,1,2,18,15,19.5,0,0,0,0,6.9,0,0,0,0,0.247,43.92,161.35,0.17,1017,1.2000000000000002,60,1.8
2017,1,2,18,30,19.400000000000002,0,0,0,0,6.9,0,0,0,0,0.247,44.19,164.74,0.17,1017,1.2000000000000002,58,1.8
2017,1,2,18,45,19.3,0,0,0,0,6.9,0,0,0,0,0.247,44.410000000000004,168.13,0.17,1017,1.2000000000000002,56,1.8
2017,1,2,19,0,19.200000000000003,0,0,0,0,6.9,0,0,0,0,0.247,44.69,171.48,0.17,1017,1.2000000000000002,54,1.8
2017,1,2,19,15,19.1,0,0,0,0,6.9,0,0,0,0,0.247,44.97,174.75,0.17,1017,1.2000000000000002,52,1.8
2017,1,2,19,30,19,0,0,0,0,6.9,0,0,0,0,0.247,45.25,177.54,0.17,1017,1.2000000000000002,50,1.8
2017,1,2,19,45,18.8,0,0,0,0,7,0,0,0,0,0.248,46.25,177.16,0.17,1017,1.2000000000000002,48,1.8
